epoch,acc,loss,val_acc,val_loss
0,0.94832444,0.1395272718858577,0.815625011920929,1.753692388534546
1,0.95114315,0.1473515132285195,0.8500000238418579,1.3741710186004639
2,0.9502036,0.14257802650060608,0.8071895241737366,0.7596727013587952
3,0.9447583,0.1445065976885818,0.84375,1.9964017868041992
4,0.9502036,0.13733457735772608,0.813725471496582,0.7365354299545288
5,0.94644535,0.1453576302112101,0.768750011920929,2.0268990993499756
6,0.949264,0.1350995561407253,0.8464052081108093,0.23825708031654358
7,0.9514563,0.13948149741369142,0.846875011920929,1.0584033727645874
8,0.95051676,0.13155878490000972,0.7647058963775635,1.8799099922180176
9,0.949264,0.1416556268386167,0.7749999761581421,1.362533450126648
10,0.96045196,0.12062874141766597,0.8692810535430908,0.12695612013339996
11,0.9621046,0.11901673550533484,0.8687499761581421,0.8428318500518799
12,0.9564673,0.11399078274083303,0.796875,3.875939130783081
13,0.95302224,0.1223356895003791,0.8104575276374817,0.699299693107605
14,0.95386064,0.12467343369679994,0.796875,0.584962010383606
15,0.9596875,0.11281984557446777,0.8104575276374817,1.1607367992401123
16,0.9598242,0.12566994434153592,0.8374999761581421,0.6877408623695374
17,0.9545882,0.11542971054633984,0.7908496856689453,1.693882942199707
18,0.9605387,0.10658203425848985,0.8500000238418579,0.7569416165351868
19,0.95490134,0.13309737634773616,0.8529411554336548,0.33989402651786804
20,0.9671156,0.11247378682109244,0.809374988079071,2.625352382659912
21,0.9605387,0.10912017223451169,0.8300653696060181,-0.0
22,0.9639837,0.10688256318577397,0.7749999761581421,3.0866990089416504
23,0.9601381,0.10228576120433479,0.793749988079071,0.6594411134719849
24,0.9658628,0.10049318831078265,0.8235294222831726,0.43161943554878235
25,0.9595104,0.1165417209042532,0.8062499761581421,4.4327497482299805
26,0.9683683,0.1005441558953769,0.8562091588973999,1.6820024251937866
27,0.96930784,0.09113994542609362,0.8187500238418579,0.23216448724269867
28,0.9664892,0.08886714810823437,0.843137264251709,0.6010686755180359
29,0.9675,0.09693309651804156,0.856249988079071,0.7825988531112671
30,0.9686127,0.09277767658884634,0.7254902124404907,0.9871671199798584
31,0.96704334,0.09717668644388627,0.859375,1.588573932647705
32,0.9703125,0.08939465516845303,0.8333333134651184,-0.0
33,0.97237915,0.0876498550690497,0.84375,0.020298561081290245
34,0.9699342,0.10110801910901908,0.7906249761581421,0.48174023628234863
35,0.97150016,0.08359745636335106,0.8758170008659363,1.1924819946289062
36,0.97337925,0.07980851484844259,0.7718750238418579,3.844773292541504
37,0.9686815,0.08746839205335127,0.7352941036224365,2.687791585922241
38,0.97018206,0.09333277656730536,0.7562500238418579,2.404417037963867
39,0.96962106,0.0943662475836227,0.8856208920478821,1.125473976135254
40,0.97337925,0.09240525985602553,0.8125,1.7125996351242065
41,0.9765625,0.06934966014901477,0.8169934749603271,1.8283576965332031
42,0.97394854,0.07889587469967121,0.828125,0.2942337393760681
43,0.9742624,0.08807341101721435,0.8006535768508911,4.619639873504639
44,0.9775,0.09045727121548225,0.768750011920929,3.2259161472320557
45,0.97363466,0.08135336937145479,0.878125011920929,0.28931137919425964
46,0.97525835,0.0777742828342626,0.826797366142273,1.80230712890625
47,0.97807705,0.07310921797815328,0.846875011920929,0.007868913002312183
48,0.97400564,0.08160124035689305,0.7908496856689453,2.8258297443389893
49,0.97745067,0.08805209131635772,0.815625011920929,3.4889440536499023
50,0.979643,0.07170887713546005,0.7745097875595093,2.972203254699707
51,0.97150016,0.08863280577609219,0.8218749761581421,0.10208524018526077
52,0.98085374,0.06508062216067395,0.8888888955116272,0.6590190529823303
53,0.9743188,0.1050984994884224,0.78125,1.9581735134124756
54,0.97807705,0.06686576130766066,0.7843137383460999,7.689546585083008
55,0.97588474,0.08482682380233564,0.815625011920929,1.3330224752426147
56,0.97740114,0.06967196106766786,0.8500000238418579,0.18606826663017273
57,0.974632,0.08242281493426667,0.741830050945282,2.288191795349121
58,0.9768243,0.07262177124436621,0.828125,1.090477466583252
59,0.98246163,0.06666331237903271,0.8758170008659363,0.004633982665836811
60,0.979643,0.06790295924562678,0.8062499761581421,0.0024275830946862698
61,0.9771375,0.05686882817389185,0.8071895241737366,2.364340305328369
62,0.9790166,0.07103341598814825,0.8125,1.406183123588562
63,0.9790166,0.0682355900921235,0.8823529481887817,0.023657547309994698
64,0.97807705,0.083543846865592,0.78125,2.86775541305542
65,0.98053986,0.06327464977715072,0.8071895241737366,0.024357937276363373
66,0.98058254,0.05335456093474632,0.862500011920929,0.3298923969268799
67,0.98214847,0.06431336171044223,0.8531249761581421,0.617332398891449
68,0.98183525,0.06257376202460539,0.8725489974021912,0.15170150995254517
69,0.97897047,0.06086640259690007,0.846875011920929,2.088249683380127
70,0.983125,0.061798827268777605,0.7941176295280457,2.9721436500549316
71,0.97928435,0.07104393659077532,0.828125,0.9699695110321045
72,0.97995615,0.07158764475870671,0.8071895241737366,0.23698997497558594
73,0.98402756,0.05811450343024329,0.824999988079071,0.9694759845733643
74,0.9852803,0.053177805522772216,0.8398692607879639,1.190737009048462
75,0.98058254,0.06395477587853532,0.796875,1.0910983085632324
76,0.98841214,0.04758850677959944,0.843137264251709,7.689546585083008
77,0.9830508,0.059276545850369844,0.7906249761581421,3.8344790935516357
78,0.9849671,0.049238362786854666,0.875,0.19454434514045715
79,0.98590666,0.04850231682098987,0.7483659982681274,1.3918315172195435
80,0.98590666,0.053171728604155116,0.762499988079071,3.137594699859619
81,0.9837144,0.052293390685614345,0.8039215803146362,1.506824016571045
82,0.9849341,0.05852200594206508,0.8343750238418579,0.6593710780143738
83,0.981875,0.05358701025784612,0.8235294222831726,3.1120238304138184
84,0.98399246,0.053135400343409335,0.871874988079071,1.2349469661712646
85,0.98402756,0.04931462401179063,0.8758170008659363,0.3214986324310303
86,0.98590666,0.04402521433410919,0.84375,1.5119247436523438
87,0.98590666,0.05023395380489187,0.7973856329917908,-0.0
88,0.98872536,0.047697138901410266,0.8500000238418579,1.3861873149871826
89,0.9834012,0.05522481003631029,0.828125,0.1377381533384323
90,0.9861896,0.05934153452178963,0.8300653696060181,0.5742083787918091
91,0.98590666,0.05073388166143715,0.831250011920929,0.8607215881347656
92,0.9843407,0.059546060183311225,0.813725471496582,3.0773274898529053
93,0.9893517,0.03284890869859054,0.8374999761581421,2.7610843181610107
94,0.98556185,0.07298236489642225,0.8169934749603271,1.1632055044174194
95,0.9890385,0.03530715548447313,0.859375,2.615929126739502
96,0.98653305,0.05185958980671615,0.8660130500793457,2.0786144733428955
97,0.986875,0.06449442566980956,0.8343750238418579,1.1901445388793945
98,0.9865035,0.048776916844861753,0.8169934749603271,2.9350039958953857
99,0.99060446,0.032091472404524035,0.859375,0.013024048879742622
100,0.98744506,0.05104148162768582,0.809374988079071,0.07885675132274628
101,0.9884375,0.047217408678472295,0.8529411554336548,0.3884741961956024
102,0.98430634,0.04845909644412863,0.815625011920929,3.844775915145874
103,0.9896649,0.039990257942640654,0.8333333134651184,2.8392512798309326
104,0.9862199,0.06392813943714923,0.8062499761581421,3.002302408218384
105,0.99121153,0.03709696227697759,0.8169934749603271,0.9614413976669312
106,0.984375,0.05390165788756493,0.846875011920929,1.5831371545791626
107,0.9883867,0.03631061747546666,0.813725471496582,1.5648624897003174
108,0.9852803,0.07312210422124421,0.8812500238418579,0.11164432764053345
109,0.9896649,0.04493400341688827,0.7973856329917908,7.689546585083008
110,0.98465395,0.04819731499365009,0.8062499761581421,0.8157583475112915
111,0.98775893,0.03994024984327783,0.800000011920929,0.27951768040657043
112,0.985625,0.041760748423561866,0.7941176295280457,0.3227028548717499
113,0.9858757,0.05939238882796384,0.887499988079071,0.9639250636100769
114,0.9909176,0.04474413010878146,0.8529411554336548,1.157323956489563
115,0.9890385,0.035304262896393254,0.8687499761581421,0.34503042697906494
116,0.9862199,0.049002541895979045,0.8333333134651184,1.4080910682678223
117,0.9893517,0.03482365442599001,0.8374999761581421,1.5048023462295532
118,0.9893517,0.04135859933111225,0.843137264251709,1.1175824403762817
119,0.9899561,0.030398446992567874,0.8812500238418579,0.21502774953842163
